word,tone,sentiment
desembolsara,-1,negative
desembolsaram,-1,negative
desembolsaveis,-1,negative
desembolso,-1,negative
desembolsos,-1,negative
desembolsou,-1,negative
desfavoravel,-1,negative
desfavoravelmente,-1,negative
despesa,-1,negative
despesas,-1,negative
destituicao,-1,negative
destituidos,-1,negative
destituindo,-1,negative
destituir,-1,negative
destituiveis,-1,negative
destoante,-1,negative
destoantes,-1,negative
destruicao,-1,negative
destruida,-1,negative
destruidoras,-1,negative
destruidores,-1,negative
destruidos,-1,negative
destruindo,-1,negative
destruiu,-1,negative
desvalorizacao,-1,negative
detencao,-1,negative
deterioracao,-1,negative
deteriorada,-1,negative
deterioradas,-1,negative
deteriorado,-1,negative
deteriorados,-1,negative
deteriorando,-1,negative
deteriorar,-1,negative
deterioraram,-1,negative
deteriorizacao,-1,negative
deteriorou,-1,negative
detonou,-1,negative
devastador,-1,negative
devastadores,-1,negative
devastaram,-1,negative
devastou,-1,negative
devedor,-1,negative
devedora,-1,negative
devedoras,-1,negative
devedores,-1,negative
devem,-1,negative
devendo,-1,negative
dever,-1,negative
deveu,-1,negative
deviam,-1,negative
devolucao,-1,negative
devolucoes,-1,negative
devolver,-1,negative
devolvera,-1,negative
devolverem,-1,negative
devolveu,-1,negative
devolvida,-1,negative
devolvidas,-1,negative
devolvido,-1,negative
devolvidos,-1,negative
dificil,-1,negative
dificilmente,-1,negative
dificuldade,-1,negative
dificuldades,-1,negative
diluicao,-1,negative
diminua,-1,negative
diminuam,-1,negative
diminuem,-1,negative
diminui,-1,negative
diminuia,-1,negative
diminuicao,-1,negative
diminuicoes,-1,negative
diminuida,-1,negative
diminuidas,-1,negative
diminuido,-1,negative
diminuidos,-1,negative
diminuimos,-1,negative
diminuindo,-1,negative
diminuir,-1,negative
diminuira,-1,negative
diminuiram,-1,negative
diminuiria,-1,negative
diminuisse,-1,negative
diminuissem,-1,negative
diminuiu,-1,negative
diminuta,-1,negative
diminuto,-1,negative
discussao,-1,negative
disputa,-1,negative
disputada,-1,negative
disputadas,-1,negative
disputadissimo,-1,negative
disputado,-1,negative
disputados,-1,negative
disputam,-1,negative
disputando,-1,negative
disputar,-1,negative
disputaram,-1,negative
disputarem,-1,negative
disputas,-1,negative
disputava,-1,negative
disputou,-1,negative
dissimuladas,-1,negative
dissociacao,-1,negative
dissociados,-1,negative
dissociar,-1,negative
dissolucao,-1,negative
dissolve,-1,negative
dissolver,-1,negative
dissolvido,-1,negative
distorcao,-1,negative
distorce,-1,negative
distorcem,-1,negative
distorcendo,-1,negative
distorcer,-1,negative
distorceram,-1,negative
distorceria,-1,negative
distorceu,-1,negative
distorcida,-1,negative
distorcoes,-1,negative
disturbio,-1,negative
disturbios,-1,negative
diverge,-1,negative
divergem,-1,negative
divergencia,-1,negative
divergencias,-1,negative
divergente,-1,negative
divergentes,-1,negative
divergindo,-1,negative
divergir,-1,negative
divida,-1,negative
dividas,-1,negative
dizimada,-1,negative
dizimam,-1,negative
doenca,-1,negative
doencas,-1,negative
elevacao,-1,negative
elevacoes,-1,negative
elevada,-1,negative
elevadas,-1,negative
elevadissima,-1,negative
elevadissimas,-1,negative
elevadissimos,-1,negative
elevado,-1,negative
elevados,-1,negative
elevam,-1,negative
elevamos,-1,negative
elevando,-1,negative
elevar,-1,negative
elevara,-1,negative
elevaram,-1,negative
elevarao,-1,negative
elevarem,-1,negative
elevaria,-1,negative
elevariam,-1,negative
elevarmos,-1,negative
elevasse,-1,negative
eleve,-1,negative
elevem,-1,negative
elevou,-1,negative
emergencia,-1,negative
emergenciais,-1,negative
emergencial,-1,negative
emergencialmente,-1,negative
emergencias,-1,negative
encargo,-1,negative
encargos,-1,negative
endividadas,-1,negative
endividados,-1,negative
endividamento,-1,negative
endividamentos,-1,negative
endividar,-1,negative
endividarem,-1,negative
enfrenta,-1,negative
enfrentada,-1,negative
enfrentadas,-1,negative
enfrentado,-1,negative
enfrentados,-1,negative
enfrentam,-1,negative
enfrentamento,-1,negative
enfrentamos,-1,negative
enfrentando,-1,negative
enfrentar,-1,negative
enfrentara,-1,negative
enfrentaram,-1,negative
enfrentarao,-1,negative
enfrentaremos,-1,negative
enfrentaria,-1,negative
enfrentarmos,-1,negative
enfrentasse,-1,negative
enfrentava,-1,negative
enfrentou,-1,negative
escassez,-1,negative
especulacao,-1,negative
especulacoes,-1,negative
especuladores,-1,negative
especulando,-1,negative
especulativa,-1,negative
especulativas,-1,negative
especulativo,-1,negative
especulativos,-1,negative
evita,-1,negative
evitada,-1,negative
evitadas,-1,negative
evitado,-1,negative
evitados,-1,negative
evitam,-1,negative
evitamos,-1,negative
evitando,-1,negative
evitar,-1,negative
evitara,-1,negative
evitaram,-1,negative
evite,-1,negative
evitem,-1,negative
evitou,-1,negative
excluem,-1,negative
exclui,-1,negative
excluida,-1,negative
excluidas,-1,negative
excluido,-1,negative
excluidos,-1,negative
excluimos,-1,negative
excluindas,-1,negative
excluindo,-1,negative
excluir,-1,negative
excluiram,-1,negative
excluirem,-1,negative
excluirmos,-1,negative
excluissemos,-1,negative
excluiu,-1,negative
exclusao,-1,negative
exclusoes,-1,negative
externalidade,-1,negative
externalidades,-1,negative
falta,-1,negative
faltado,-1,negative
faltam,-1,negative
faltando,-1,negative
faltantes,-1,negative
faltanto,-1,negative
faltara,-1,negative
faltaram,-1,negative
faltas,-1,negative
faltava,-1,negative
faltou,-1,negative
fatais,-1,negative
fatal,-1,negative
fatalidades,-1,negative
fatalmente,-1,negative
flutuacoes,-1,negative
forcada,-1,negative
forcadas,-1,negative
forcado,-1,negative
forcados,-1,negative
forcam,-1,negative
forcando,-1,negative
forcar,-1,negative
forcara,-1,negative
forcaram,-1,negative
force,-1,negative
forcou,-1,negative
gasta,-1,negative
gastamos,-1,negative
gastar,-1,negative
gastas,-1,negative
gasto,-1,negative
gastos,-1,negative
gastou,-1,negative
impacta,-1,negative
impactada,-1,negative
impactadas,-1,negative
impactado,-1,negative
impactados,-1,negative
impactam,-1,negative
impactando,-1,negative
impactante,-1,negative
impactantes,-1,negative
impactar,-1,negative
impactara,-1,negative
impactaram,-1,negative
impactarao,-1,negative
impactarem,-1,negative
impactasse,-1,negative
impactavam,-1,negative
impacte,-1,negative
impactem,-1,negative
impacto,-1,negative
impactos,-1,negative
impactou,-1,negative
imposta,-1,negative
impostas,-1,negative
imposto,-1,negative
impostos,-1,negative
inadimplencia,-1,negative
inadimplencias,-1,negative
incerta,-1,negative
incertas,-1,negative
incerteza,-1,negative
incertezas,-1,negative
incerto,-1,negative
incertos,-1,negative
inferior,-1,negative
inferiores,-1,negative
inflacao,-1,negative
infracao,-1,negative
infracionais,-1,negative
infracional,-1,negative
infracoes,-1,negative
instabilidade,-1,negative
instabilidades,-1,negative
interdicao,-1,negative
interdicoes,-1,negative
interfere,-1,negative
interferem,-1,negative
interferencia,-1,negative
interferencias,-1,negative
interferidas,-1,negative
interferindo,-1,negative
interferir,-1,negative
interferiram,-1,negative
interferissem,-1,negative
interferiu,-1,negative
interfira,-1,negative
interrompe,-1,negative
interrompemos,-1,negative
interrompendo,-1,negative
interromper,-1,negative
interromperam,-1,negative
interrompesse,-1,negative
interrompeu,-1,negative
interrompida,-1,negative
interrompidas,-1,negative
interrompido,-1,negative
interrompidos,-1,negative
interropendo,-1,negative
interrupcao,-1,negative
interrupcoes,-1,negative
interruptiveis,-1,negative
interruptivel,-1,negative
intervir,-1,negative
juro,-1,negative
juros,-1,negative
limita,-1,negative
limitacao,-1,negative
limitacoes,-1,negative
limitada,-1,negative
limitadas,-1,negative
limitado,-1,negative
limitador,-1,negative
limitadora,-1,negative
limitadores,-1,negative
limitados,-1,negative
limitam,-1,negative
limitamo,-1,negative
limitando,-1,negative
limitante,-1,negative
limitantes,-1,negative
limitar,-1,negative
limitara,-1,negative
limitaram,-1,negative
limitarem,-1,negative
limitativa,-1,negative
limitava,-1,negative
limitavam,-1,negative
limite,-1,negative
limites,-1,negative
limitou,-1,negative
mediocre,-1,negative
menor,-1,negative
menores,-1,negative
menos,-1,negative
mensalao,-1,negative
mensalidade,-1,negative
mensalidades,-1,negative
minima,-1,negative
minimamente,-1,negative
minimas,-1,negative
minimiza,-1,negative
minimizacao,-1,negative
minimizada,-1,negative
minimizado,-1,negative
minimizador,-1,negative
minimizados,-1,negative
minimizam,-1,negative
minimizando,-1,negative
minimizar,-1,negative
minimizara,-1,negative
minimizaram,-1,negative
minimizarao,-1,negative
minimizarmos,-1,negative
minimizasse,-1,negative
minimizem,-1,negative
minimizou,-1,negative
minimo,-1,negative
minimos,-1,negative
negativa,-1,negative
negativacao,-1,negative
negativacoes,-1,negative
negativados,-1,negative
negativamente,-1,negative
negativar,-1,negative
negativas,-1,negative
negativo,-1,negative
negativos,-1,negative
notificacao,-1,negative
notificacoes,-1,negative
notificada,-1,negative
notificadas,-1,negative
notificado,-1,negative
notificaram,-1,negative
obrigacoes,-1,negative
obrigatoria,-1,negative
obrigatoriamente,-1,negative
obrigatorias,-1,negative
obrigatoriedade,-1,negative
obrigatorio,-1,negative
obrigatorios,-1,negative
pequena,-1,negative
pequenas,-1,negative
pequeno,-1,negative
pequenos,-1,negative
perda,-1,negative
perdas,-1,negative
perde,-1,negative
perdem,-1,negative
perdemos,-1,negative
perdendo,-1,negative
perder,-1,negative
perderam,-1,negative
perderao,-1,negative
perderiamos,-1,negative
perdesse,-1,negative
perdessemos,-1,negative
perdeu,-1,negative
perdida,-1,negative
perdidas,-1,negative
perdido,-1,negative
perdidos,-1,negative
pesada,-1,negative
pesadamente,-1,negative
pesadas,-1,negative
pesadissima,-1,negative
pesado,-1,negative
pesados,-1,negative
pesaram,-1,negative
pesem,-1,negative
pesou,-1,negative
pessima,-1,negative
pessimas,-1,negative
pessimismo,-1,negative
pessimista,-1,negative
pessimistas,-1,negative
pessimo,-1,negative
postergacao,-1,negative
postergacoes,-1,negative
postergada,-1,negative
postergadas,-1,negative
postergado,-1,negative
postergados,-1,negative
postergando,-1,negative
postergar,-1,negative
postergaram,-1,negative
postergarem,-1,negative
postergou,-1,negative
posterguem,-1,negative
pouca,-1,negative
poucas,-1,negative
pouco,-1,negative
poucos,-1,negative
precaria,-1,negative
precarias,-1,negative
precariedade,-1,negative
precario,-1,negative
precarios,-1,negative
precatorio,-1,negative
precatorios,-1,negative
precipitacao,-1,negative
precipitacoes,-1,negative
precipitadas,-1,negative
precipitado,-1,negative
precipitador,-1,negative
precipitadores,-1,negative
precipitados,-1,negative
precipitando,-1,negative
precipitaram,-1,negative
precipitou,-1,negative
precoce,-1,negative
precoces,-1,negative
precocidade,-1,negative
preconceito,-1,negative
preconceitos,-1,negative
predador,-1,negative
predadora,-1,negative
predatoria,-1,negative
predatorias,-1,negative
predatorio,-1,negative
prejudica,-1,negative
prejudicada,-1,negative
prejudicadas,-1,negative
prejudicado,-1,negative
prejudicados,-1,negative
prejudicais,-1,negative
prejudicam,-1,negative
prejudicando,-1,negative
prejudicar,-1,negative
prejudicaram,-1,negative
prejudicarao,-1,negative
prejudicaria,-1,negative
prejudicariam,-1,negative
prejudicavam,-1,negative
prejudiciais,-1,negative
prejudicial,-1,negative
prejudicou,-1,negative
prejudiquem,-1,negative
prejuizadas,-1,negative
prejuizo,-1,negative
prejuizos,-1,negative
prematura,-1,negative
prematuramente,-1,negative
prematuro,-1,negative
prematuros,-1,negative
preocupa,-1,negative
preocupacao,-1,negative
preocupacoes,-1,negative
preocupada,-1,negative
preocupadas,-1,negative
preocupado,-1,negative
preocupados,-1,negative
preocupam,-1,negative
preocupamos,-1,negative
preocupando,-1,negative
preocupante,-1,negative
preocupantes,-1,negative
preocupar,-1,negative
preocupavamos,-1,negative
preocupem,-1,negative
preocupou,-1,negative
pressao,-1,negative
pressiona,-1,negative
pressionada,-1,negative
pressionadas,-1,negative
pressionado,-1,negative
pressionados,-1,negative
pressionam,-1,negative
pressionando,-1,negative
pressionar,-1,negative
pressionaram,-1,negative
pressionavam,-1,negative
pressionem,-1,negative
pressionou,-1,negative
privacao,-1,negative
problema,-1,negative
problemas,-1,negative
problematica,-1,negative
problematicas,-1,negative
problematico,-1,negative
problematicos,-1,negative
processuais,-1,negative
processual,-1,negative
processualmente,-1,negative
proibe,-1,negative
proibem,-1,negative
proibicao,-1,negative
proibicoes,-1,negative
proibida,-1,negative
proibidas,-1,negative
proibidos,-1,negative
proibir,-1,negative
proibitivas,-1,negative
proibitivos,-1,negative
proibiu,-1,negative
provoca,-1,negative
provocada,-1,negative
provocadas,-1,negative
provocado,-1,negative
provocados,-1,negative
provocam,-1,negative
provocando,-1,negative
provocar,-1,negative
provocara,-1,negative
provocaram,-1,negative
provocarao,-1,negative
provocarem,-1,negative
provocaria,-1,negative
provocariam,-1,negative
provocasse,-1,negative
provocava,-1,negative
provocou,-1,negative
provoque,-1,negative
provoquem,-1,negative
queda,-1,negative
quedas,-1,negative
racionada,-1,negative
racionalidade,-1,negative
racionaliza,-1,negative
racionalizacao,-1,negative
racionalizacoes,-1,negative
racionalizada,-1,negative
racionalizado,-1,negative
racionalizadoras,-1,negative
racionalizam,-1,negative
racionalizamos,-1,negative
racionalizando,-1,negative
racionalizar,-1,negative
racionalizarmos,-1,negative
racionalizou,-1,negative
racionamento,-1,negative
racionamentos,-1,negative
racionar,-1,negative
recai,-1,negative
recaia,-1,negative
recair,-1,negative
recaira,-1,negative
recairam,-1,negative
recaiu,-1,negative
recall,-1,negative
receia,-1,negative
receio,-1,negative
receios,-1,negative
receoso,-1,negative
recessao,-1,negative
recessiva,-1,negative
recessivas,-1,negative
recessivo,-1,negative
recessivos,-1,negative
recesso,-1,negative
recessoes,-1,negative
reclama,-1,negative
reclamacao,-1,negative
reclamacoes,-1,negative
reclamadas,-1,negative
reclamados,-1,negative
reclamam,-1,negative
reclamante,-1,negative
reclamantes,-1,negative
reclamar,-1,negative
reclamatorias,-1,negative
recompoe,-1,negative
recompondo,-1,negative
recompor,-1,negative
recompos,-1,negative
recomposicao,-1,negative
recomposicoes,-1,negative
recomposta,-1,negative
recomposto,-1,negative
recompostos,-1,negative
recorre,-1,negative
recorrem,-1,negative
recorremos,-1,negative
recorrencia,-1,negative
recorrencias,-1,negative
recorrendo,-1,negative
recorrente,-1,negative
recorrentes,-1,negative
recorrer,-1,negative
recorreram,-1,negative
recorreu,-1,negative
recorrida,-1,negative
recorrido,-1,negative
recorrre,-1,negative
recuado,-1,negative
recuando,-1,negative
recuar,-1,negative
recuaram,-1,negative
recuarem,-1,negative
recuasse,-1,negative
recuava,-1,negative
recue,-1,negative
recuo,-1,negative
recuos,-1,negative
recuou,-1,negative
recusa,-1,negative
recusada,-1,negative
recusam,-1,negative
recusar,-1,negative
recuso,-1,negative
reducao,-1,negative
reducoes,-1,negative
reduz,-1,negative
reduza,-1,negative
reduzam,-1,negative
reduzem,-1,negative
reduzi,-1,negative
reduzida,-1,negative
reduzidas,-1,negative
reduzido,-1,negative
reduzidos,-1,negative
reduzimos,-1,negative
reduzindo,-1,negative
reduzir,-1,negative
reduzira,-1,negative
reduziram,-1,negative
reduzirao,-1,negative
reduzirem,-1,negative
reduziremos,-1,negative
reduziria,-1,negative
reduziriam,-1,negative
reduzirmos,-1,negative
reduzisse,-1,negative
reduzissem,-1,negative
reduzissemos,-1,negative
reduziu,-1,negative
refaz,-1,negative
refazendo,-1,negative
refazer,-1,negative
refazimento,-1,negative
refeitas,-1,negative
refeito,-1,negative
refinancia,-1,negative
refinanciadas,-1,negative
refinanciado,-1,negative
refinanciados,-1,negative
refinanciamento,-1,negative
refinanciamentos,-1,negative
refinanciando,-1,negative
refinanciar,-1,negative
refinanciou,-1,negative
refreada,-1,negative
refreando,-1,negative
refrear,-1,negative
refrearam,-1,negative
refreou,-1,negative
regredindo,-1,negative
regredir,-1,negative
regrediu,-1,negative
regressao,-1,negative
regressiva,-1,negative
renegociacao,-1,negative
repactuacao,-1,negative
repactuada,-1,negative
repactuadas,-1,negative
repactuado,-1,negative
repactuar,-1,negative
repactuaveis,-1,negative
repactuou,-1,negative
reparacao,-1,negative
reparacoes,-1,negative
reparada,-1,negative
reparados,-1,negative
reparando,-1,negative
reparar,-1,negative
reparo,-1,negative
reparos,-1,negative
repercutirao,-1,negative
repercutiu,-1,negative
repreensao,-1,negative
repressao,-1,negative
repressivo,-1,negative
reprimida,-1,negative
reprimido,-1,negative
reprimidos,-1,negative
reprimindo,-1,negative
reprovacao,-1,negative
reprovado,-1,negative
reprovados,-1,negative
repudia,-1,negative
retaliacao,-1,negative
retaliar,-1,negative
retardado,-1,negative
retardam,-1,negative
retardamento,-1,negative
retardando,-1,negative
retardante,-1,negative
retardantes,-1,negative
retardar,-1,negative
retardaram,-1,negative
retardem,-1,negative
retardo,-1,negative
retencao,-1,negative
retencoes,-1,negative
retoques,-1,negative
retorcao,-1,negative
retrabalho,-1,negative
retrabalhos,-1,negative
retracao,-1,negative
retracionista,-1,negative
retracoes,-1,negative
retraia,-1,negative
retraida,-1,negative
retraidas,-1,negative
retraido,-1,negative
retraidos,-1,negative
retraindo,-1,negative
retrair,-1,negative
retrairam,-1,negative
retrairem,-1,negative
retraisse,-1,negative
retraiu,-1,negative
retratacao,-1,negative
retratada,-1,negative
retratadas,-1,negative
retratado,-1,negative
retratados,-1,negative
retratam,-1,negative
retratando,-1,negative
retratar,-1,negative
retrataram,-1,negative
retratava,-1,negative
retroceder,-1,negative
retrocedeu,-1,negative
retrocesso,-1,negative
reversa,-1,negative
reversao,-1,negative
rigor,-1,negative
rigorosa,-1,negative
rigorosamente,-1,negative
rigorosas,-1,negative
rigoroso,-1,negative
rigorosos,-1,negative
risco,-1,negative
riscos,-1,negative
sabotagens,-1,negative
segrega,-1,negative
segregacao,-1,negative
segregada,-1,negative
segregadas,-1,negative
segregado,-1,negative
segregados,-1,negative
segregamos,-1,negative
segregando,-1,negative
segregar,-1,negative
segregassem,-1,negative
segregou,-1,negative
sinistrados,-1,negative
sinistralidade,-1,negative
sinistro,-1,negative
sinistros,-1,negative
sintomas,-1,negative
sobressalto,-1,negative
sobressaltos,-1,negative
sobretaxa,-1,negative
sobretaxados,-1,negative
sobretaxas,-1,negative
sobretensao,-1,negative
sobretensoes,-1,negative
sobrevalorizacao,-1,negative
sobrevalorizado,-1,negative
sobrevalorizados,-1,negative
sobrevieram,-1,negative
sobrevierem,-1,negative
sobrevivem,-1,negative
sobrevivemos,-1,negative
sobrevivencia,-1,negative
sobreviventes,-1,negative
sobreviver,-1,negative
sofra,-1,negative
sofre,-1,negative
sofrem,-1,negative
sofremos,-1,negative
sofrendo,-1,negative
sofrer,-1,negative
sofrera,-1,negative
sofreram,-1,negative
sofrerao,-1,negative
sofrerem,-1,negative
sofreriam,-1,negative
sofresse,-1,negative
sofressem,-1,negative
sofreu,-1,negative
sofria,-1,negative
sofriam,-1,negative
sofrida,-1,negative
sofridas,-1,negative
sofrido,-1,negative
sofridos,-1,negative
sofrimento,-1,negative
sofrivel,-1,negative
sombras,-1,negative
sombrias,-1,negative
sombrio,-1,negative
subavaliado,-1,negative
subemprestimo,-1,negative
subemprestimos,-1,negative
subestimar,-1,negative
subestimaram,-1,negative
subfaturadas,-1,negative
subfaturados,-1,negative
subfaturamento,-1,negative
subjetiva,-1,negative
subjetividade,-1,negative
submissao,-1,negative
subordinacao,-1,negative
subordinada,-1,negative
subordinadas,-1,negative
subordinado,-1,negative
subordinados,-1,negative
subordinam,-1,negative
subordinando,-1,negative
suborno,-1,negative
subtracao,-1,negative
subtrai,-1,negative
subtraida,-1,negative
subtraidas,-1,negative
subtraido,-1,negative
subtraidos,-1,negative
subtraimos,-1,negative
subtraindo,-1,negative
subtrair,-1,negative
subtrairmos,-1,negative
subutilizadas,-1,negative
subutilizado,-1,negative
subutilizados,-1,negative
subvalorizados,-1,negative
superdesvalorizacao,-1,negative
superestimados,-1,negative
superestimar,-1,negative
suportara,-1,negative
suportaram,-1,negative
suportarao,-1,negative
suportaria,-1,negative
suportariam,-1,negative
suportasse,-1,negative
suportaveis,-1,negative
suportavel,-1,negative
suportou,-1,negative
suprimida,-1,negative
suprimidas,-1,negative
suprimidos,-1,negative
suprimiu,-1,negative
tarifa,-1,negative
tarifacao,-1,negative
tarifadas,-1,negative
tarifado,-1,negative
tarifados,-1,negative
tarifando,-1,negative
tarifaria,-1,negative
tarifariamente,-1,negative
tarifarias,-1,negative
tarifario,-1,negative
tarifarios,-1,negative
tarifas,-1,negative
temendo,-1,negative
temer,-1,negative
temeram,-1,negative
temia,-1,negative
temor,-1,negative
temores,-1,negative
tensao,-1,negative
terrorismo,-1,negative
terrorista,-1,negative
terroristas,-1,negative
terrorristas,-1,negative
tributacao,-1,negative
tributacoes,-1,negative
tributada,-1,negative
tributadas,-1,negative
tributado,-1,negative
tributados,-1,negative
tributaria,-1,negative
tributarias,-1,negative
tributario,-1,negative
tributarios,-1,negative
tributaveis,-1,negative
tributavel,-1,negative
tributo,-1,negative
tributos,-1,negative
violacao,-1,negative
vistoria,-1,negative
vistoriadas,-1,negative
vistoriando,-1,negative
vistorias,-1,negative
volatil,-1,negative
volatilidade,-1,negative
volatilidades,-1,negative
volatilizacao,-1,negative
zerar,-1,negative
zerou,-1,negative
sucesso,1,positive
bem sucedido,1,positive
suceder,1,positive
sucedes,1,positive
sucedendo,1,positive
sucedeu,1,positive
concluir,1,positive
realiza,1,positive
realizando,1,positive
realizado,1,positive
realização,1,positive
forte,1,positive
força,1,positive
forças,1,positive
certo,1,positive
certeza,1,positive
definitivo,1,positive
sólido,1,positive
alcançar,1,positive
alcança,1,positive
alcançou,1,positive
alcançando,1,positive
realizações,1,positive
entregar,1,positive
entrega,1,positive
entregue,1,positive
entregando,1,positive
líder,1,positive
satisfeito,1,positive
recompensa,1,positive
recompensas,1,positive
reompensando,1,positive
recompensado,1,positive
desfrutar,1,positive
desfruta,1,positive
desfrutando,1,positive
desfrutou,1,positive
encorajado,1,positive
encorajando,1,positive
acima,1,positive
aumentar,1,positive
aumenta,1,positive
aumentando,1,positive
aumentou,1,positive
aumentados,1,positive
melhorar,1,positive
melhora,1,positive
melhorando,1,positive
melhorou,1,positive
melhoria,1,positive
melhorias,1,positive
reforço,1,positive
fortalecido,1,positive
mais forte,1,positive
melhor,1,positive
mais,1,positive
maioria,1,positive
recorde,1,positive
alto,1,positive
mais alto,1,positive
altissimo,1,positive
maior,1,positive
expande,1,positive
expandido,1,positive
expansão,1,positive
ultrapassaram,1,positive
excede,1,positive
excederam,1,positive
excedendo,1,positive
bater,1,positive
bateram,1,positive
batendo,1,positive
falhou,-1,negative
falha,-1,negative
falhando,-1,negative
fraco,-1,negative
fraqueza,-1,negative
fraquezas,-1,negative
difícil,-1,negative
obstáculo,-1,negative
obstáculos,-1,negative
recessão,-1,negative
rededer,-1,negative
recedendo,-1,negative
recendeu,-1,negative
instável,-1,negative
desfavorável,-1,negative
depressão,-1,negative
decepciona,-1,negative
decepcionante,-1,negative
desapontou,-1,negative
desapontamento,-1,negative
arriscado,-1,negative
ameaça,-1,negative
ameaças,-1,negative
pena,-1,negative
penalidades,-1,negative
diminuído,-1,negative
declínio,-1,negative
declina,-1,negative
cai,-1,negative
caído,-1,negative
derrubar,-1,negative
derruba,-1,negative
derrubando,-1,negative
derrubou,-1,negative
deteriora,-1,negative
piorar,-1,negative
piora,-1,negative
piorando,-1,negative
enfraquecer,-1,negative
enfraquecimento,-1,negative
enfraquecido,-1,negative
pior,-1,negative
encolher,-1,negative
encolhe,-1,negative
encolhendo,-1,negative
encolhido,-1,negative
debaixo,-1,negative
abandono,-1,negative
abandonado,-1,negative
abandonando,-1,negative
abandonos,-1,negative
abandona,-1,negative
abdicado,-1,negative
abdica,-1,negative
abdicando,-1,negative
abdicação,-1,negative
abdicações,-1,negative
aberrante,-1,negative
aberração,-1,negative
aberrações,-1,negative
cumplicidade,-1,negative
capaz,1,positive
anormalmente,-1,negative
abolir,-1,negative
abolido,-1,negative
abole,-1,negative
abolição,-1,negative
revogar,-1,negative
revogado,-1,negative
revoga,-1,negative
revogando,-1,negative
revogação,-1,negative
revogações,-1,negative
brusco,-1,negative
bruscamente,-1,negative
brusquidão,-1,negative
ausência,-1,negative
ausências,-1,negative
absenteísmo,-1,negative
abundância,1,positive
abundante,1,positive
abuso,-1,negative
abusado,-1,negative
abusos,-1,negative
abusando,-1,negative
abusivo,-1,negative
abusivamente,-1,negative
comportamento abusivo,-1,negative
aclamado,1,positive
acusação,-1,negative
acusações,-1,negative
acusar,-1,negative
acusado,-1,negative
acusa,-1,negative
acusando,-1,negative
aquiesce,-1,negative
aquiescer,-1,negative
aquiescem,-1,negative
aquiescendo,-1,negative
absolver,-1,negative
absolvição,-1,negative
absolvições,-1,negative
absolvido,-1,negative
adequadamente,1,positive
adulterar,-1,negative
adulterado,-1,negative
adulterando,-1,negative
adulteração,-1,negative
adulterações,-1,negative
avanço,1,positive
avanços,1,positive
avança,1,positive
avançando,1,positive
vantajoso,1,positive
acusatório,-1,negative
adversários,-1,negative
adversário,-1,negative
desfavoraveis,-1,negative
consequência,-1,negative
consequências,-1,negative
agravar,-1,negative
agravado,-1,negative
agrava,-1,negative
agravante,-1,negative
agravamento,-1,negative
agravos,-1,negative
alertado,-1,negative
alertando,-1,negative
alienação,-1,negative
alienações,-1,negative
alegação,-1,negative
alegações,-1,negative
alega,-1,negative
alegou,-1,negative
alegadamente,-1,negative
alegando,-1,negative
aliança,1,positive
alianças,1,positive
incomodar,-1,negative
aborrecimento,-1,negative
aborrecimentos,-1,negative
incomodado,-1,negative
chato,-1,negative
irrita,-1,negative
anular,-1,negative
anulado,-1,negative
anulando,-1,negative
anulação,-1,negative
anulações,-1,negative
anulas,-1,negative
anômalo,-1,negative
anomalamente,-1,negative
anticompetitivo,-1,negative
antitruste,-1,negative
argumentar,-1,negative
argumentou,-1,negative
discutindo,-1,negative
argumento,-1,negative
argumentativo,-1,negative
argumentos,-1,negative
prisão,-1,negative
preso,-1,negative
prisões,-1,negative
artificialmente,-1,negative
agressão,-1,negative
agredido,-1,negative
agredir,-1,negative
assaltos,-1,negative
afirmações,-1,negative
assegurar,1,positive
confiante,1,positive
garante,1,positive
garantindo,1,positive
atingir,1,positive
atingiu,1,positive
atingindo,1,positive
atinge,1,positive
atraente,1,positive
atratividade,1,positive
atrito,-1,negative
averso,-1,negative
retroagir,-1,negative
mau,-1,negative
fiança,-1,negative
resgate,-1,negative
hesitar,-1,negative
hesitou,-1,negative
falido,-1,negative
falências,-1,negative
falência,-1,negative
falindo,-1,negative
falem,-1,negative
proibições,-1,negative
barrado,-1,negative
barreira,-1,negative
barreiras,-1,negative
belo,1,positive
belos,1,positive
benéfico,1,positive
reforçado,1,positive
reforçadores,1,positive
impulso,1,positive
impulsionado,1,positive
gargalo,-1,negative
gargalos,-1,negative
boicote,-1,negative
boicotado,-1,negative
boicotando,-1,negative
boicotes,-1,negative
violação,-1,negative
violou,-1,negative
violações,-1,negative
quebrado,-1,negative
quebra,-1,negative
quebras,-1,negative
rompimento,-1,negative
rompimentos,-1,negative
rompe,-1,negative
subornado,-1,negative
subornados,-1,negative
subornos,-1,negative
subornando,-1,negative
brilhante,1,positive
fardo,-1,negative
sobrecarregado,-1,negative
sobrecarregando,-1,negative
estorvos,-1,negative
oneroso,-1,negative
queimado,-1,negative
calamidades,-1,negative
calamitoso,-1,negative
calamidade,-1,negative
cancela,-1,negative
descuidado,-1,negative
descuidadamente,-1,negative
descuido,-1,negative
catástrofe,-1,negative
catástrofes,-1,negative
catastrófico,-1,negative
catastroficamente,-1,negative
cuidado,-1,negative
advertência,-1,negative
advertido,-1,negative
advertindo,-1,negative
advertências,-1,negative
cessar,-1,negative
cessou,-1,negative
cessa,-1,negative
cessando,-1,negative
censura,-1,negative
